date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:12	57135/57135	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2006:36:11%20GMT	https://ag.highradius.com/RRDMSProject/signin.do	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/signin.html	(from )
12:06:13	91/91	---M-Z	200	added ('OK')	text/plain	etag:%224a-597d8c77ded4d-gzip%22	https://ag.highradius.com/robots.txt		(from )
12:06:13	1150/1150	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	date:Thu,%2013%20Oct%202022%2006:36:12%20GMT	https://ag.highradius.com/RRDMSProject/static/images/hrc_trifecta_favicon.ico	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/hrc_trifecta_favicon.ico	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:13	335551/335551	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202022%2006:36:13%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_1.css	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_1.css	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:14	123124/123124	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202022%2006:36:13%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:14	3341/3341	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202022%2006:36:13%20GMT	https://ag.highradius.com/RRDMSProject/static/css/login6.css	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/css/login6.css	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:15	878/878	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:14%20GMT	https://ag.highradius.com/RRDMSProject/static/images/loadanim.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/loadanim.gif	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:15	217360/217360	---M-Z	200	added ('OK')	text/plain	date:Thu,%2013%20Oct%202022%2006:36:14%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/fonts/OpenSans-Regular.ttf	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/fonts/OpenSans-Regular.ttf	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:16	4468/4468	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202022%2006:36:15%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/app/view/util/sha256.js	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/app/view/util/sha256.js	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:17	312147/312147	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202022%2006:36:16%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6ml/dms-index.js?b=2022-09-16%2010:21	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6ml/dms-index319b.js	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:17	4594/4594	---M-Z	200	added ('OK')	application/javascript	etag:W/%224594-1663324968000-gzip%22	https://ag.highradius.com/RRDMSProject/serviceWorker.js	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/serviceWorker.js	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:17	2113218/2113218	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202022%2006:36:14%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/ext/build/ext-all-6.0.2.js	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/ext/build/ext-all-6.0.2.js	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:18	21587/21587	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Oct%202022%2006:36:17%20GMT	https://ag.highradius.com/RRDMSProject/static/images/hands.svg	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/hands.svg	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:18	7798/7798	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Oct%202022%2006:36:17%20GMT	https://ag.highradius.com/RRDMSProject/static/images/trifectra_theme/HRC_trifectra.svg	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/trifectra_theme/HRC_trifectra.svg	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:19	1035/1035	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Oct%202022%2006:36:19%20GMT	https://ag.highradius.com/RRDMSProject/static/images/trifectra_theme/trifectra_language24.svg	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/trifectra_theme/trifectra_language24.svg	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:20	19760/19760	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:18%20GMT	https://ag.highradius.com/RRDMSProject/static/images/trifectra_theme/trifectra_loading.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/images/trifectra_theme/trifectra_loading.gif	(from https://ag.highradius.com/RRDMSProject/signin.do)
12:06:21	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:20%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:23	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:22%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:24	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:23%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:26	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:25%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:27	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:26%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:28	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:27%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:30	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:29%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:31	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:30%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:32	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:32%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:34	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:33%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-focus-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:36	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:35%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-disabled-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-disabled-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:37	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:37%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-disabled-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-small-disabled-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:39	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:38%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:41	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:39%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:42	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:41%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:44	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:43%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:45	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:44%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-over-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-over-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:46	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:45%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-over-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-over-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:48	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:46%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:48	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:47%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:49	63/63	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:48%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-pressed-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-pressed-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:50	227/227	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Oct%202022%2006:36:49%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-pressed-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-focus-pressed-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:51	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:50%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-disabled-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-disabled-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:52	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:51%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-disabled-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-medium-disabled-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:54	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:53%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-corners.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-corners.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
12:06:55	1059/1059	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2006:36:54%20GMT	https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-sides.gif	C:/My%20Web%20Sites/phishing2/ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/images/btn/btn-plain-toolbar-large-focus-sides.gif	(from https://ag.highradius.com/RRDMSProject/static/extjs6/build/development/theme-triton-6.0.2/resources/theme-triton-all_2.css)
